transaction_id,player_id,transaction_date,currency_type,bundle_tier,amount_usd,quantity_received,spend_segment,market,platform,experiment_group,install_date
2857,29783,2024-08-07,coin,large,349.99,150000,Whale,Other,iOS,,2024-06-09
2858,31646,2024-08-07,coin,medium,79.99,30000,Whale,Germany,iOS,Treatment,2024-07-25
2859,31646,2024-08-07,royal_token,standard,39.99,500,Whale,Germany,iOS,Treatment,2024-07-25
2860,36242,2024-08-07,coin,large,349.99,150000,Whale,Other,Android,Control,2024-07-26
2861,37391,2024-08-07,coin,micro,2.99,1000,Dolphin,US,iOS,,2024-04-06
2862,38947,2024-08-07,coin,small,29.99,10000,Minnow,US,iOS,,2024-04-18
2863,41310,2024-08-07,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-27
2864,43449,2024-08-07,coin,medium,79.99,30000,Whale,US,iOS,Control,2024-08-03
2865,46847,2024-08-07,coin,large,349.99,150000,Whale,US,iOS,,2024-04-18
2866,48571,2024-08-07,coin,large,349.99,150000,Whale,US,iOS,,2024-05-12
2867,734,2024-08-08,coin,small,29.99,10000,Minnow,US,Android,,2024-04-06
2868,950,2024-08-08,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-07-24
2869,950,2024-08-08,royal_token,value,99.99,2000,Whale,US,iOS,Treatment,2024-07-24
2870,3598,2024-08-08,coin,medium,79.99,30000,Whale,Other,Android,,2024-06-13
2871,5232,2024-08-08,coin,large,349.99,150000,Whale,US,Android,,2024-05-26
2872,6026,2024-08-08,coin,medium,79.99,30000,Dolphin,Other,Android,,2024-04-12
2873,6164,2024-08-08,coin,large,349.99,150000,Whale,US,Android,,2024-05-18
2874,6682,2024-08-08,coin,large,349.99,150000,Whale,US,Android,,2024-04-02
2875,6780,2024-08-08,coin,large,349.99,150000,Whale,US,iOS,,2024-05-24
2876,6870,2024-08-08,coin,large,349.99,150000,Whale,US,iOS,,2024-06-28
2877,8229,2024-08-08,coin,large,349.99,150000,Whale,Other,Android,,2024-04-26
2878,9828,2024-08-08,coin,large,349.99,150000,Whale,US,iOS,,2024-04-21
2879,9904,2024-08-08,coin,medium,79.99,30000,Whale,Germany,iOS,Treatment,2024-08-04
2880,9904,2024-08-08,royal_token,standard,39.99,500,Whale,Germany,iOS,Treatment,2024-08-04
2881,13477,2024-08-08,coin,large,349.99,150000,Whale,UK,iOS,,2024-05-27
2882,13942,2024-08-08,coin,medium,79.99,30000,Whale,US,iOS,,2024-04-05
2883,14549,2024-08-08,coin,large,349.99,150000,Whale,US,iOS,,2024-04-29
2884,14579,2024-08-08,coin,large,349.99,150000,Whale,US,iOS,,2024-05-16
2885,14873,2024-08-08,coin,small,29.99,10000,Whale,Other,iOS,,2024-06-30
2886,15070,2024-08-08,coin,large,349.99,150000,Whale,Australia,iOS,Control,2024-07-03
2887,15789,2024-08-08,coin,small,29.99,10000,Minnow,US,Android,,2024-06-25
2888,16274,2024-08-08,coin,large,349.99,150000,Whale,US,iOS,Control,2024-07-31
2889,16398,2024-08-08,coin,large,349.99,150000,Whale,US,iOS,Control,2024-07-07
2890,18282,2024-08-08,coin,large,349.99,150000,Whale,Canada,iOS,,2024-06-28
2891,19723,2024-08-08,coin,small,29.99,10000,Dolphin,US,iOS,,2024-06-16
2892,21852,2024-08-08,coin,large,349.99,150000,Whale,Germany,Android,,2024-05-15
2893,23020,2024-08-08,coin,micro,2.99,1000,Minnow,US,iOS,Control,2024-07-15
2894,26689,2024-08-08,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-08-04
2895,26880,2024-08-08,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-07-06
2896,27768,2024-08-08,coin,large,349.99,150000,Whale,US,iOS,,2024-05-04
2897,28093,2024-08-08,coin,medium,79.99,30000,Minnow,US,iOS,Control,2024-07-22
2898,30227,2024-08-08,coin,large,349.99,150000,Whale,US,iOS,,2024-05-26
2899,31900,2024-08-08,coin,large,349.99,150000,Whale,Canada,iOS,,2024-04-03
2900,32003,2024-08-08,coin,medium,79.99,30000,Whale,UK,Android,,2024-05-29
2901,32797,2024-08-08,coin,medium,79.99,30000,Whale,UK,Android,,2024-05-28
2902,33281,2024-08-08,coin,large,349.99,150000,Whale,Other,Android,Control,2024-07-02
2903,33874,2024-08-08,coin,large,349.99,150000,Whale,US,Android,Control,2024-07-28
2904,34192,2024-08-08,coin,large,349.99,150000,Whale,US,iOS,,2024-04-27
2905,35913,2024-08-08,coin,large,349.99,150000,Whale,Germany,iOS,,2024-05-20
2906,36026,2024-08-08,coin,large,349.99,150000,Whale,Canada,iOS,,2024-04-19
2907,37061,2024-08-08,coin,micro,2.99,1000,Minnow,US,iOS,,2024-04-26
2908,37667,2024-08-08,coin,medium,79.99,30000,Dolphin,UK,Android,Control,2024-07-14
2909,40995,2024-08-08,coin,small,29.99,10000,Dolphin,Canada,iOS,,2024-06-20
2910,45966,2024-08-08,coin,small,29.99,10000,Whale,Australia,iOS,,2024-05-05
2911,46885,2024-08-08,coin,large,349.99,150000,Minnow,Australia,iOS,,2024-06-11
2912,47525,2024-08-08,coin,small,29.99,10000,Whale,US,iOS,,2024-06-24
2913,48105,2024-08-08,coin,large,349.99,150000,Whale,Canada,Android,Treatment,2024-07-07
2914,48105,2024-08-08,royal_token,value,99.99,2000,Whale,Canada,Android,Treatment,2024-07-07
2915,48743,2024-08-08,coin,medium,79.99,30000,Dolphin,UK,iOS,,2024-05-14
2916,49622,2024-08-08,coin,large,349.99,150000,Whale,US,Android,,2024-05-30
2917,49756,2024-08-08,coin,large,349.99,150000,Whale,US,iOS,,2024-04-04
2918,354,2024-08-09,coin,medium,79.99,30000,Whale,US,Android,Treatment,2024-08-01
2919,354,2024-08-09,royal_token,value,99.99,2000,Whale,US,Android,Treatment,2024-08-01
2920,1544,2024-08-09,coin,micro,2.99,1000,Minnow,US,Android,Treatment,2024-07-29
2921,1740,2024-08-09,coin,medium,79.99,30000,Minnow,UK,iOS,,2024-06-30
2922,3187,2024-08-09,coin,small,29.99,10000,Whale,Australia,iOS,,2024-04-28
2923,3223,2024-08-09,coin,large,349.99,150000,Whale,Germany,iOS,Treatment,2024-08-09
2924,3775,2024-08-09,coin,large,349.99,150000,Whale,US,Android,,2024-06-27
2925,4156,2024-08-09,coin,large,349.99,150000,Whale,US,Android,,2024-04-29
2926,4401,2024-08-09,coin,small,29.99,10000,Dolphin,US,Android,,2024-04-02
2927,6161,2024-08-09,coin,large,349.99,150000,Whale,Canada,iOS,Control,2024-07-16
2928,7531,2024-08-09,coin,medium,79.99,30000,Dolphin,US,iOS,,2024-04-18
2929,7948,2024-08-09,coin,large,349.99,150000,Whale,UK,Android,,2024-06-19
2930,10584,2024-08-09,coin,large,349.99,150000,Whale,US,Android,,2024-05-10
2931,11435,2024-08-09,coin,large,349.99,150000,Whale,UK,Android,,2024-05-25
2932,14248,2024-08-09,coin,large,349.99,150000,Whale,US,iOS,,2024-06-20
2933,14370,2024-08-09,coin,large,349.99,150000,Whale,Canada,Android,Treatment,2024-07-12
2934,14370,2024-08-09,royal_token,value,99.99,2000,Whale,Canada,Android,Treatment,2024-07-12
2935,14490,2024-08-09,coin,medium,79.99,30000,Dolphin,US,iOS,,2024-04-04
2936,14579,2024-08-09,coin,large,349.99,150000,Whale,US,iOS,,2024-05-16
2937,18627,2024-08-09,coin,small,29.99,10000,Dolphin,US,iOS,Control,2024-07-07
2938,23157,2024-08-09,coin,small,29.99,10000,Dolphin,US,iOS,,2024-06-22
2939,29285,2024-08-09,coin,large,349.99,150000,Whale,Germany,iOS,,2024-05-11
2940,29703,2024-08-09,coin,medium,79.99,30000,Whale,UK,iOS,Control,2024-07-25
2941,30948,2024-08-09,coin,small,29.99,10000,Dolphin,US,iOS,,2024-04-17
2942,31930,2024-08-09,coin,large,349.99,150000,Whale,Germany,Android,,2024-04-23
2943,32266,2024-08-09,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-01
2944,35501,2024-08-09,coin,large,349.99,150000,Whale,US,Android,,2024-05-12
2945,35581,2024-08-09,coin,large,349.99,150000,Whale,US,Android,,2024-05-20
2946,40333,2024-08-09,coin,large,349.99,150000,Whale,Other,iOS,Treatment,2024-07-17
2947,40333,2024-08-09,royal_token,value,99.99,2000,Whale,Other,iOS,Treatment,2024-07-17
2948,40762,2024-08-09,coin,small,29.99,10000,Whale,Other,Android,,2024-05-14
2949,42169,2024-08-09,coin,small,29.99,10000,Minnow,Germany,Android,,2024-06-08
2950,42477,2024-08-09,coin,large,349.99,150000,Whale,Canada,iOS,,2024-04-02
2951,42709,2024-08-09,coin,small,29.99,10000,Dolphin,Germany,iOS,,2024-05-17
2952,44750,2024-08-09,coin,medium,79.99,30000,Minnow,US,iOS,Control,2024-07-05
2953,45307,2024-08-09,coin,large,349.99,150000,Whale,Germany,iOS,,2024-06-17
2954,45662,2024-08-09,coin,large,349.99,150000,Whale,Other,Android,,2024-04-20
2955,47168,2024-08-09,coin,large,349.99,150000,Whale,Australia,iOS,,2024-06-28
2956,49688,2024-08-09,coin,large,349.99,150000,Whale,US,Android,,2024-06-28
2957,905,2024-08-10,coin,large,349.99,150000,Whale,Other,iOS,,2024-05-10
2958,2082,2024-08-10,coin,small,29.99,10000,Dolphin,US,iOS,,2024-04-15
2959,3637,2024-08-10,coin,large,349.99,150000,Whale,US,iOS,,2024-06-05
2960,4026,2024-08-10,coin,large,349.99,150000,Whale,US,iOS,Treatment,2024-07-16
2961,4877,2024-08-10,coin,small,29.99,10000,Dolphin,Canada,iOS,,2024-04-07
2962,5670,2024-08-10,coin,micro,2.99,1000,Dolphin,US,iOS,,2024-05-28
2963,6284,2024-08-10,coin,large,349.99,150000,Whale,US,Android,,2024-05-02
2964,6745,2024-08-10,coin,medium,79.99,30000,Whale,US,Android,,2024-05-29
2965,8273,2024-08-10,coin,large,349.99,150000,Whale,US,Android,,2024-05-18
2966,8338,2024-08-10,coin,medium,79.99,30000,Whale,US,iOS,Control,2024-08-05
2967,9256,2024-08-10,coin,large,349.99,150000,Whale,UK,Android,,2024-06-25
2968,9301,2024-08-10,coin,small,29.99,10000,Minnow,US,iOS,,2024-04-28
2969,9396,2024-08-10,coin,large,349.99,150000,Whale,US,iOS,,2024-05-23
2970,11985,2024-08-10,coin,large,349.99,150000,Whale,US,iOS,,2024-04-08
2971,12292,2024-08-10,coin,large,349.99,150000,Whale,Canada,Android,Control,2024-07-08
2972,12530,2024-08-10,coin,small,29.99,10000,Minnow,Other,iOS,,2024-04-17
2973,14690,2024-08-10,coin,medium,79.99,30000,Dolphin,US,iOS,,2024-06-21
2974,14784,2024-08-10,coin,small,29.99,10000,Minnow,US,iOS,,2024-04-07
2975,18437,2024-08-10,coin,medium,79.99,30000,Whale,UK,iOS,,2024-04-21
2976,21421,2024-08-10,coin,micro,2.99,1000,Minnow,Other,Android,,2024-06-03
2977,23661,2024-08-10,coin,large,349.99,150000,Whale,US,Android,Treatment,2024-07-21
2978,23661,2024-08-10,royal_token,value,99.99,2000,Whale,US,Android,Treatment,2024-07-21
2979,26043,2024-08-10,coin,large,349.99,150000,Whale,Other,iOS,,2024-06-23
2980,29672,2024-08-10,coin,medium,79.99,30000,Dolphin,US,iOS,Control,2024-07-23
2981,30064,2024-08-10,coin,large,349.99,150000,Whale,Other,iOS,Treatment,2024-07-25
2982,30064,2024-08-10,royal_token,value,99.99,2000,Whale,Other,iOS,Treatment,2024-07-25
2983,36028,2024-08-10,coin,medium,79.99,30000,Dolphin,Canada,iOS,Control,2024-07-23
2984,38327,2024-08-10,coin,large,349.99,150000,Whale,US,iOS,,2024-06-25
2985,38328,2024-08-10,coin,large,349.99,150000,Dolphin,Australia,iOS,,2024-04-28
2986,38931,2024-08-10,coin,large,349.99,150000,Whale,US,iOS,,2024-06-18
2987,39265,2024-08-10,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-26
2988,39833,2024-08-10,coin,small,29.99,10000,Minnow,UK,iOS,,2024-05-21
2989,40636,2024-08-10,coin,large,349.99,150000,Whale,UK,iOS,Control,2024-07-17
2990,40636,2024-08-10,coin,medium,79.99,30000,Whale,UK,iOS,Control,2024-07-17
2991,41672,2024-08-10,coin,small,29.99,10000,Minnow,Australia,Android,,2024-05-29
2992,43007,2024-08-10,coin,large,349.99,150000,Whale,US,iOS,,2024-06-27
2993,46128,2024-08-10,coin,small,29.99,10000,Dolphin,US,Android,,2024-05-28
2994,47474,2024-08-10,coin,small,29.99,10000,Whale,US,Android,Treatment,2024-07-24
2995,49238,2024-08-10,coin,large,349.99,150000,Whale,Australia,iOS,,2024-06-07
2996,49426,2024-08-10,coin,large,349.99,150000,Whale,UK,iOS,,2024-04-11
2997,49601,2024-08-10,coin,small,29.99,10000,Whale,Germany,iOS,,2024-05-01
2998,470,2024-08-11,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-23
2999,726,2024-08-11,coin,large,349.99,150000,Whale,US,Android,,2024-06-11
3000,1496,2024-08-11,coin,large,349.99,150000,Whale,UK,Android,Treatment,2024-08-06
3001,1994,2024-08-11,coin,small,29.99,10000,Dolphin,Canada,iOS,,2024-06-06
3002,2309,2024-08-11,coin,large,349.99,150000,Whale,US,Android,,2024-04-14
3003,3059,2024-08-11,coin,small,29.99,10000,Whale,US,iOS,,2024-05-08
3004,5516,2024-08-11,coin,small,29.99,10000,Minnow,US,Android,Treatment,2024-07-15
3005,7368,2024-08-11,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-13
3006,8342,2024-08-11,coin,large,349.99,150000,Whale,Australia,Android,Control,2024-08-08
3007,8818,2024-08-11,coin,medium,79.99,30000,Minnow,Australia,iOS,,2024-04-09
3008,9828,2024-08-11,coin,large,349.99,150000,Whale,US,iOS,,2024-04-21
3009,10240,2024-08-11,coin,large,349.99,150000,Whale,Other,iOS,,2024-06-22
3010,10286,2024-08-11,coin,medium,79.99,30000,Whale,US,Android,Treatment,2024-07-09
3011,10286,2024-08-11,royal_token,value,99.99,2000,Whale,US,Android,Treatment,2024-07-09
3012,12927,2024-08-11,coin,large,349.99,150000,Whale,Australia,iOS,Control,2024-07-25
3013,14610,2024-08-11,coin,large,349.99,150000,Whale,US,iOS,,2024-04-18
3014,15386,2024-08-11,coin,medium,79.99,30000,Whale,US,iOS,,2024-05-07
3015,16398,2024-08-11,coin,large,349.99,150000,Whale,US,iOS,Control,2024-07-07
3016,19090,2024-08-11,coin,large,349.99,150000,Whale,Canada,iOS,Control,2024-07-17
3017,21109,2024-08-11,coin,small,29.99,10000,Dolphin,US,Android,,2024-06-29
3018,21797,2024-08-11,coin,large,349.99,150000,Dolphin,UK,iOS,,2024-04-15
3019,22184,2024-08-11,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-22
3020,28349,2024-08-11,coin,medium,79.99,30000,Whale,US,iOS,,2024-05-12
3021,28510,2024-08-11,coin,large,349.99,150000,Dolphin,US,Android,,2024-06-15
3022,28842,2024-08-11,coin,large,349.99,150000,Whale,US,Android,,2024-06-20
3023,33689,2024-08-11,coin,small,29.99,10000,Whale,US,iOS,,2024-05-15
3024,34167,2024-08-11,coin,large,349.99,150000,Whale,Other,iOS,,2024-05-28
3025,34167,2024-08-11,coin,large,349.99,150000,Whale,Other,iOS,,2024-05-28
3026,34361,2024-08-11,coin,large,349.99,150000,Whale,Other,Android,Control,2024-07-28
3027,36316,2024-08-11,coin,large,349.99,150000,Whale,US,Android,,2024-04-06
3028,39265,2024-08-11,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-26
3029,41183,2024-08-11,coin,medium,79.99,30000,Dolphin,Other,iOS,,2024-05-18
3030,41310,2024-08-11,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-27
3031,41380,2024-08-11,coin,large,349.99,150000,Whale,Germany,iOS,,2024-04-14
3032,41984,2024-08-11,coin,large,349.99,150000,Whale,US,iOS,,2024-05-19
3033,43109,2024-08-11,coin,small,29.99,10000,Minnow,US,iOS,Control,2024-08-05
3034,43318,2024-08-11,coin,large,349.99,150000,Whale,US,iOS,,2024-05-24
3035,44082,2024-08-11,coin,large,349.99,150000,Whale,US,iOS,,2024-05-10
3036,44605,2024-08-11,coin,large,349.99,150000,Whale,US,Android,,2024-05-10
3037,44835,2024-08-11,coin,large,349.99,150000,Whale,US,Android,,2024-04-24
3038,45235,2024-08-11,coin,micro,2.99,1000,Minnow,US,iOS,Control,2024-08-03
3039,45271,2024-08-11,coin,medium,79.99,30000,Dolphin,US,Android,,2024-05-13
3040,45517,2024-08-11,coin,large,349.99,150000,Whale,UK,iOS,Control,2024-07-04
3041,45545,2024-08-11,coin,medium,79.99,30000,Whale,Other,Android,Control,2024-07-18
3042,45861,2024-08-11,coin,large,349.99,150000,Whale,US,iOS,,2024-06-03
3043,45937,2024-08-11,coin,large,349.99,150000,Whale,Other,iOS,,2024-06-20
3044,48434,2024-08-11,royal_token,standard,39.99,500,Dolphin,UK,Android,Treatment,2024-07-23
3045,48567,2024-08-11,coin,medium,79.99,30000,Whale,Other,iOS,,2024-04-04
3046,48600,2024-08-11,coin,large,349.99,150000,Whale,US,Android,,2024-04-17
3047,1045,2024-08-12,coin,large,349.99,150000,Whale,Australia,iOS,,2024-06-09
3048,1207,2024-08-12,coin,large,349.99,150000,Whale,US,Android,Control,2024-08-02
3049,3494,2024-08-12,coin,large,349.99,150000,Whale,US,Android,,2024-05-07
3050,4369,2024-08-12,coin,large,349.99,150000,Whale,Germany,Android,Treatment,2024-07-09
3051,6124,2024-08-12,coin,medium,79.99,30000,Whale,UK,iOS,Treatment,2024-07-03
3052,6124,2024-08-12,royal_token,value,99.99,2000,Whale,UK,iOS,Treatment,2024-07-03
3053,6396,2024-08-12,coin,large,349.99,150000,Whale,Germany,iOS,Control,2024-07-05
3054,7204,2024-08-12,coin,medium,79.99,30000,Dolphin,Other,iOS,,2024-04-01
3055,8229,2024-08-12,coin,large,349.99,150000,Whale,Other,Android,,2024-04-26
3056,8444,2024-08-12,coin,large,349.99,150000,Whale,US,iOS,,2024-06-16
3057,9180,2024-08-12,coin,large,349.99,150000,Whale,US,Android,,2024-05-09
3058,10324,2024-08-12,coin,large,349.99,150000,Whale,US,Android,Treatment,2024-07-15
3059,11232,2024-08-12,coin,large,349.99,150000,Whale,UK,iOS,Control,2024-07-19
3060,11435,2024-08-12,coin,large,349.99,150000,Whale,UK,Android,,2024-05-25
3061,11638,2024-08-12,coin,large,349.99,150000,Whale,Australia,iOS,,2024-05-23
3062,11733,2024-08-12,coin,small,29.99,10000,Minnow,US,iOS,Control,2024-07-07
3063,11853,2024-08-12,coin,large,349.99,150000,Whale,UK,iOS,,2024-05-28
3064,19022,2024-08-12,coin,medium,79.99,30000,Minnow,UK,iOS,Control,2024-07-24
3065,20149,2024-08-12,coin,large,349.99,150000,Whale,Canada,Android,,2024-06-19
3066,20535,2024-08-12,coin,large,349.99,150000,Whale,Germany,Android,,2024-06-01
3067,20960,2024-08-12,coin,large,349.99,150000,Whale,US,iOS,,2024-05-26
3068,21852,2024-08-12,coin,large,349.99,150000,Whale,Germany,Android,,2024-05-15
3069,21990,2024-08-12,coin,large,349.99,150000,Whale,Other,iOS,,2024-04-11
3070,24670,2024-08-12,coin,large,349.99,150000,Whale,Germany,iOS,,2024-05-12
3071,27289,2024-08-12,coin,large,349.99,150000,Whale,Australia,iOS,,2024-06-01
3072,27579,2024-08-12,coin,medium,79.99,30000,Whale,Other,iOS,,2024-04-18
3073,29846,2024-08-12,coin,large,349.99,150000,Whale,US,iOS,,2024-05-15
3074,30178,2024-08-12,coin,medium,79.99,30000,Dolphin,Germany,iOS,,2024-06-28
3075,33948,2024-08-12,coin,large,349.99,150000,Whale,UK,iOS,,2024-04-16
3076,34039,2024-08-12,coin,large,349.99,150000,Whale,US,iOS,,2024-04-30
3077,34671,2024-08-12,coin,medium,79.99,30000,Whale,UK,Android,Control,2024-08-09
3078,35514,2024-08-12,coin,small,29.99,10000,Whale,Other,Android,,2024-04-26
3079,37650,2024-08-12,royal_token,standard,39.99,500,Dolphin,US,iOS,Treatment,2024-07-03
3080,37996,2024-08-12,coin,large,349.99,150000,Whale,Canada,iOS,Treatment,2024-07-06
3081,37996,2024-08-12,royal_token,value,99.99,2000,Whale,Canada,iOS,Treatment,2024-07-06
3082,38639,2024-08-12,coin,large,349.99,150000,Whale,Australia,Android,,2024-06-16
3083,40529,2024-08-12,coin,large,349.99,150000,Whale,US,iOS,,2024-06-12
3084,41686,2024-08-12,coin,large,349.99,150000,Whale,Other,Android,Treatment,2024-08-10
3085,41686,2024-08-12,royal_token,standard,39.99,500,Whale,Other,Android,Treatment,2024-08-10
3086,42555,2024-08-12,coin,large,349.99,150000,Whale,US,Android,,2024-04-01
3087,43800,2024-08-12,coin,large,349.99,150000,Whale,US,Android,Control,2024-07-12
3088,47447,2024-08-12,coin,medium,79.99,30000,Whale,Other,Android,,2024-05-02
3089,47915,2024-08-12,coin,medium,79.99,30000,Whale,Other,Android,,2024-04-06
3090,48105,2024-08-12,coin,large,349.99,150000,Whale,Canada,Android,Treatment,2024-07-07
3091,48810,2024-08-12,coin,large,349.99,150000,Whale,Germany,Android,Control,2024-07-26
3092,48867,2024-08-12,coin,medium,79.99,30000,Dolphin,US,Android,,2024-04-26
3093,49471,2024-08-12,coin,small,29.99,10000,Whale,Other,iOS,,2024-04-22
3094,49625,2024-08-12,coin,large,349.99,150000,Dolphin,UK,iOS,,2024-05-30
3095,1256,2024-08-13,coin,micro,2.99,1000,Dolphin,UK,iOS,,2024-04-09
3096,1752,2024-08-13,coin,large,349.99,150000,Whale,Australia,iOS,Treatment,2024-07-08
3097,1752,2024-08-13,royal_token,value,99.99,2000,Whale,Australia,iOS,Treatment,2024-07-08
3098,2333,2024-08-13,coin,large,349.99,150000,Whale,US,iOS,,2024-05-12
3099,3980,2024-08-13,coin,small,29.99,10000,Minnow,US,iOS,Treatment,2024-07-11
3100,4630,2024-08-13,coin,large,349.99,150000,Whale,UK,iOS,Treatment,2024-07-11
3101,4630,2024-08-13,royal_token,value,99.99,2000,Whale,UK,iOS,Treatment,2024-07-11
3102,4909,2024-08-13,coin,medium,79.99,30000,Minnow,US,iOS,Treatment,2024-07-21
3103,6049,2024-08-13,coin,medium,79.99,30000,Whale,US,Android,,2024-04-03
3104,6694,2024-08-13,coin,large,349.99,150000,Whale,Other,iOS,,2024-05-28
3105,6702,2024-08-13,coin,large,349.99,150000,Whale,UK,iOS,Treatment,2024-08-01
3106,7368,2024-08-13,coin,large,349.99,150000,Whale,UK,iOS,,2024-06-13
3107,7645,2024-08-13,coin,medium,79.99,30000,Whale,Other,iOS,,2024-04-16
3108,8281,2024-08-13,coin,medium,79.99,30000,Dolphin,Canada,iOS,,2024-04-16
3109,9087,2024-08-13,coin,large,349.99,150000,Whale,Canada,iOS,Control,2024-08-06
3110,9822,2024-08-13,coin,large,349.99,150000,Whale,Other,Android,,2024-06-16
3111,13280,2024-08-13,coin,large,349.99,150000,Whale,US,Android,Treatment,2024-07-20
3112,13662,2024-08-13,coin,medium,79.99,30000,Whale,US,iOS,,2024-04-27
3113,14579,2024-08-13,coin,medium,79.99,30000,Whale,US,iOS,,2024-05-16
3114,16727,2024-08-13,coin,large,349.99,150000,Whale,Other,Android,Control,2024-08-09
3115,17454,2024-08-13,coin,large,349.99,150000,Whale,Other,iOS,Control,2024-08-10
3116,17869,2024-08-13,coin,small,29.99,10000,Whale,Germany,iOS,Treatment,2024-08-11
3117,17869,2024-08-13,royal_token,value,99.99,2000,Whale,Germany,iOS,Treatment,2024-08-11
3118,19609,2024-08-13,coin,medium,79.99,30000,Whale,US,iOS,,2024-06-13
3119,21051,2024-08-13,coin,large,349.99,150000,Whale,Australia,iOS,,2024-05-18
3120,23260,2024-08-13,coin,large,349.99,150000,Whale,US,iOS,,2024-04-25
3121,23495,2024-08-13,coin,small,29.99,10000,Minnow,Australia,Android,Treatment,2024-07-02
3122,25391,2024-08-13,coin,large,349.99,150000,Whale,Canada,iOS,Control,2024-07-26
3123,26224,2024-08-13,coin,micro,2.99,1000,Dolphin,Australia,iOS,,2024-06-21
3124,26327,2024-08-13,coin,large,349.99,150000,Whale,US,Android,,2024-06-12
3125,26437,2024-08-13,coin,large,349.99,150000,Whale,Australia,Android,,2024-05-22
3126,27966,2024-08-13,coin,large,349.99,150000,Whale,Canada,Android,,2024-06-24
3127,28214,2024-08-13,coin,large,349.99,150000,Whale,US,iOS,,2024-05-24
3128,29652,2024-08-13,coin,large,349.99,150000,Whale,UK,Android,,2024-05-08
3129,30350,2024-08-13,coin,medium,79.99,30000,Dolphin,US,Android,,2024-05-27
3130,31821,2024-08-13,coin,large,349.99,150000,Whale,Other,iOS,,2024-04-26
3131,32532,2024-08-13,coin,large,349.99,150000,Whale,US,Android,,2024-04-27
3132,33554,2024-08-13,coin,large,349.99,150000,Whale,Canada,iOS,,2024-05-01
3133,34711,2024-08-13,coin,medium,79.99,30000,Minnow,US,iOS,Treatment,2024-07-21
3134,37225,2024-08-13,coin,medium,79.99,30000,Whale,US,Android,,2024-06-14
3135,39233,2024-08-13,coin,small,29.99,10000,Dolphin,US,iOS,,2024-05-01
3136,39629,2024-08-13,coin,small,29.99,10000,Dolphin,Canada,iOS,,2024-05-09
3137,40092,2024-08-13,coin,large,349.99,150000,Whale,Germany,iOS,Control,2024-07-17
3138,40558,2024-08-13,coin,large,349.99,150000,Whale,US,Android,Control,2024-07-21
3139,42204,2024-08-13,coin,medium,79.99,30000,Dolphin,US,iOS,,2024-05-23
3140,43274,2024-08-13,coin,large,349.99,150000,Dolphin,US,iOS,,2024-04-08
3141,44102,2024-08-13,coin,large,349.99,150000,Whale,Canada,Android,,2024-04-15
3142,44329,2024-08-13,coin,large,349.99,150000,Whale,Australia,iOS,Control,2024-07-23
3143,44474,2024-08-13,coin,large,349.99,150000,Whale,UK,Android,Control,2024-08-12
3144,47624,2024-08-13,coin,micro,2.99,1000,Dolphin,UK,iOS,,2024-04-23
3145,49352,2024-08-13,coin,large,349.99,150000,Whale,US,iOS,,2024-04-09
3146,545,2024-08-14,coin,medium,79.99,30000,Dolphin,Other,iOS,Treatment,2024-07-22
3147,1327,2024-08-14,coin,medium,79.99,30000,Dolphin,Australia,iOS,Control,2024-08-13
3148,4292,2024-08-14,coin,medium,79.99,30000,Whale,Other,iOS,Control,2024-08-02
3149,4715,2024-08-14,coin,large,349.99,150000,Dolphin,Canada,Android,,2024-04-05
3150,8167,2024-08-14,coin,small,29.99,10000,Dolphin,UK,iOS,,2024-04-13
3151,8195,2024-08-14,coin,large,349.99,150000,Whale,Other,iOS,,2024-06-15
3152,8338,2024-08-14,coin,large,349.99,150000,Whale,US,iOS,Control,2024-08-05
3153,8629,2024-08-14,coin,large,349.99,150000,Whale,UK,iOS,Control,2024-07-17
3154,9904,2024-08-14,coin,large,349.99,150000,Whale,Germany,iOS,Treatment,2024-08-04
3155,11851,2024-08-14,coin,large,349.99,150000,Whale,Other,Android,,2024-05-01
3156,12607,2024-08-14,coin,large,349.99,150000,Whale,US,Android,,2024-06-20
3157,14583,2024-08-14,coin,large,349.99,150000,Whale,Other,iOS,,2024-06-03
3158,17068,2024-08-14,coin,small,29.99,10000,Minnow,Canada,iOS,,2024-06-28
3159,19682,2024-08-14,coin,large,349.99,150000,Dolphin,US,Android,,2024-04-03
3160,19684,2024-08-14,coin,small,29.99,10000,Minnow,Other,iOS,,2024-05-13
3161,20271,2024-08-14,coin,medium,79.99,30000,Whale,UK,iOS,Control,2024-07-16
3162,21711,2024-08-14,coin,large,349.99,150000,Whale,Germany,Android,Treatment,2024-07-01
3163,22173,2024-08-14,coin,medium,79.99,30000,Dolphin,US,iOS,Treatment,2024-07-28
3164,24033,2024-08-14,coin,large,349.99,150000,Whale,UK,Android,,2024-04-09
