player_id,install_date,install_month,spend_segment,market,platform,experiment_group,total_revenue,total_sessions,total_spins,first_purchase_date,last_session_date
30632,2024-07-09,2024-07,Dolphin,US,Android,Treatment,0,47,2523,,2024-09-25
30633,2024-09-12,2024-09,Minnow,US,iOS,Control,0,3,76,,2024-09-28
30634,2024-09-09,2024-09,Minnow,Australia,iOS,Treatment,0,3,48,,2024-09-23
30635,2024-06-30,2024-06,Dolphin,Other,iOS,,0,58,3159,,2024-09-28
30636,2024-05-17,2024-05,Minnow,Canada,iOS,,0,17,358,,2024-08-07
30637,2024-04-24,2024-04,Minnow,Australia,Android,,79.99,36,717,2024-06-25,2024-09-28
30638,2024-05-12,2024-05,Minnow,Germany,Android,,0,4,80,,2024-05-24
30639,2024-09-14,2024-09,Minnow,Germany,Android,Treatment,0,2,45,,2024-09-25
30640,2024-09-17,2024-09,Minnow,Other,iOS,Treatment,0,4,73,,2024-09-28
30641,2024-05-12,2024-05,Minnow,US,iOS,,0,18,353,,2024-07-08
30642,2024-08-13,2024-08,Minnow,US,iOS,Control,0,13,288,,2024-09-28
30643,2024-05-25,2024-05,Minnow,US,iOS,,0,26,536,,2024-09-22
30644,2024-05-01,2024-05,Minnow,US,Android,,0,12,248,,2024-06-09
30645,2024-05-14,2024-05,Minnow,US,iOS,,0,31,637,,2024-09-28
30646,2024-06-02,2024-06,Minnow,US,iOS,,0,23,431,,2024-09-26
30647,2024-09-21,2024-09,Minnow,US,Android,Control,0,1,12,,2024-09-25
30648,2024-05-26,2024-05,Minnow,Germany,Android,,0,1,13,,2024-06-01
30649,2024-08-03,2024-08,Minnow,US,iOS,Treatment,0,13,268,,2024-09-24
30650,2024-05-06,2024-05,Minnow,US,Android,,0,33,677,,2024-09-19
30651,2024-05-26,2024-05,Minnow,UK,Android,,0,16,344,,2024-08-01
30652,2024-06-21,2024-06,Minnow,US,iOS,,0,3,57,,2024-06-28
30653,2024-06-28,2024-06,Minnow,US,Android,,0,12,230,,2024-07-24
30654,2024-04-11,2024-04,Minnow,Australia,iOS,,0,7,161,,2024-05-06
30655,2024-04-23,2024-04,Minnow,US,iOS,,0,0,0,,
30656,2024-04-03,2024-04,Minnow,UK,iOS,,0,10,202,,2024-05-04
30657,2024-08-02,2024-08,Minnow,US,Android,Control,0,17,383,,2024-09-27
30658,2024-07-11,2024-07,Minnow,Australia,iOS,Control,0,16,345,,2024-09-26
30659,2024-07-31,2024-07,Minnow,Australia,iOS,Treatment,0,19,388,,2024-09-21
30660,2024-04-14,2024-04,Minnow,Germany,Android,,0,5,119,,2024-04-26
30661,2024-09-09,2024-09,Minnow,US,Android,Treatment,0,3,59,,2024-09-24
30662,2024-05-27,2024-05,Minnow,Canada,iOS,,29.99,33,662,2024-09-03,2024-09-26
30663,2024-04-11,2024-04,Minnow,Other,iOS,,0,14,295,,2024-06-14
30664,2024-07-29,2024-07,Minnow,Australia,Android,Treatment,0,14,263,,2024-09-26
30665,2024-08-31,2024-08,Minnow,UK,Android,Control,0,6,118,,2024-09-23
30666,2024-09-07,2024-09,Minnow,US,Android,Control,0,1,26,,2024-09-10
30667,2024-05-18,2024-05,Minnow,UK,Android,,0,37,758,,2024-09-23
30668,2024-04-06,2024-04,Minnow,UK,Android,,0,25,559,,2024-07-21
30669,2024-07-31,2024-07,Minnow,US,Android,Control,0,15,268,,2024-09-26
30670,2024-07-20,2024-07,Minnow,US,Android,Treatment,0,0,0,,
30671,2024-07-10,2024-07,Minnow,Germany,Android,Control,0,22,449,,2024-09-27
30672,2024-06-18,2024-06,Minnow,US,Android,,0,15,274,,2024-08-17
30673,2024-09-11,2024-09,Minnow,US,iOS,Treatment,0,6,115,,2024-09-28
30674,2024-07-19,2024-07,Minnow,US,iOS,Treatment,0,4,70,,2024-08-04
30675,2024-09-10,2024-09,Minnow,US,Android,Control,0,6,129,,2024-09-27
30676,2024-04-09,2024-04,Minnow,Australia,Android,,0,38,735,,2024-09-25
30677,2024-09-07,2024-09,Minnow,Germany,iOS,Control,0,4,99,,2024-09-28
30678,2024-09-03,2024-09,Minnow,US,iOS,Treatment,0,8,175,,2024-09-28
30679,2024-09-08,2024-09,Minnow,Canada,iOS,Control,0,5,94,,2024-09-24
30680,2024-06-20,2024-06,Minnow,US,iOS,,0,18,347,,2024-09-05
30681,2024-08-31,2024-08,Minnow,US,Android,Treatment,0,1,19,,2024-09-01
30682,2024-07-27,2024-07,Minnow,US,iOS,Control,0,17,396,,2024-09-27
30683,2024-07-02,2024-07,Minnow,US,iOS,Control,0,19,402,,2024-09-26
30684,2024-09-24,2024-09,Minnow,Germany,Android,Control,0,1,24,,2024-09-28
30685,2024-04-14,2024-04,Dolphin,US,Android,,0,101,5611,,2024-09-26
30686,2024-07-03,2024-07,Minnow,US,Android,Treatment,0,21,405,,2024-09-28
30687,2024-08-22,2024-08,Minnow,US,iOS,Control,0,10,189,,2024-09-28
30688,2024-09-15,2024-09,Minnow,UK,iOS,Treatment,0,6,120,,2024-09-26
30689,2024-04-26,2024-04,Minnow,Other,Android,,0,5,95,,2024-05-14
30690,2024-08-19,2024-08,Minnow,US,iOS,Control,0,7,154,,2024-09-24
30691,2024-05-25,2024-05,Minnow,Other,Android,,0,32,640,,2024-09-27
30692,2024-06-11,2024-06,Minnow,Germany,iOS,,0,21,434,,2024-08-05
30693,2024-06-10,2024-06,Minnow,US,iOS,,0,24,520,,2024-09-09
30694,2024-09-04,2024-09,Minnow,Canada,Android,Treatment,0,6,132,,2024-09-28
30695,2024-09-21,2024-09,Minnow,US,iOS,Treatment,0,4,83,,2024-09-28
30696,2024-07-17,2024-07,Dolphin,UK,Android,Treatment,0,48,2636,,2024-09-28
30697,2024-05-30,2024-05,Minnow,US,Android,,0,27,551,,2024-09-27
30698,2024-06-09,2024-06,Minnow,Other,iOS,,0,26,512,,2024-09-27
30699,2024-09-09,2024-09,Minnow,Australia,iOS,Treatment,0,4,82,,2024-09-28
30700,2024-05-06,2024-05,Minnow,US,iOS,,0,29,582,,2024-09-27
30701,2024-05-28,2024-05,Minnow,UK,iOS,,0,24,457,,2024-09-05
30702,2024-05-13,2024-05,Whale,UK,iOS,,779.97,217,29721,2024-06-10,2024-09-28
30703,2024-04-26,2024-04,Minnow,Germany,iOS,,0,15,304,,2024-06-09
30704,2024-05-14,2024-05,Minnow,Other,iOS,,29.99,35,678,2024-05-23,2024-09-27
30705,2024-09-23,2024-09,Minnow,Other,iOS,Control,0,2,40,,2024-09-28
30706,2024-09-07,2024-09,Minnow,Canada,iOS,Control,0,2,40,,2024-09-10
30707,2024-05-14,2024-05,Minnow,Australia,Android,,0,39,773,,2024-09-27
30708,2024-07-13,2024-07,Dolphin,UK,iOS,Treatment,0,41,2377,,2024-09-28
30709,2024-04-01,2024-04,Dolphin,US,Android,,0,114,6450,,2024-09-27
30710,2024-04-24,2024-04,Minnow,Other,Android,,0,24,491,,2024-07-19
30711,2024-07-26,2024-07,Minnow,Other,iOS,Treatment,0,12,223,,2024-09-22
30712,2024-08-11,2024-08,Minnow,US,Android,Control,0,0,0,,
30713,2024-04-01,2024-04,Minnow,US,iOS,,0,15,313,,2024-06-05
30714,2024-09-02,2024-09,Minnow,US,Android,Control,0,6,109,,2024-09-26
30715,2024-07-29,2024-07,Minnow,Germany,iOS,Treatment,0,7,138,,2024-08-31
30716,2024-06-06,2024-06,Minnow,Australia,Android,,0,9,134,,2024-07-07
30717,2024-07-20,2024-07,Minnow,UK,Android,Control,0,4,84,,2024-08-06
30718,2024-08-26,2024-08,Minnow,US,iOS,Treatment,0,11,201,,2024-09-27
30719,2024-06-26,2024-06,Minnow,Germany,iOS,,0,6,126,,2024-07-17
30720,2024-08-12,2024-08,Minnow,Australia,iOS,Control,0,1,29,,2024-08-12
30721,2024-09-19,2024-09,Minnow,Other,iOS,Control,0,3,62,,2024-09-24
30722,2024-08-20,2024-08,Minnow,US,Android,Control,0,6,106,,2024-09-17
30723,2024-09-14,2024-09,Minnow,Canada,Android,Treatment,0,3,56,,2024-09-28
30724,2024-04-01,2024-04,Minnow,US,Android,,0,36,661,,2024-07-20
30725,2024-06-14,2024-06,Minnow,UK,Android,,0,9,155,,2024-08-01
30726,2024-06-12,2024-06,Minnow,Other,Android,,29.99,16,321,2024-08-04,2024-08-16
30727,2024-07-24,2024-07,Minnow,US,Android,Control,0,12,264,,2024-09-07
30728,2024-06-17,2024-06,Minnow,Other,iOS,,0,24,504,,2024-09-28
30729,2024-04-26,2024-04,Whale,US,iOS,,2639.9,260,37123,2024-04-28,2024-09-28
30730,2024-06-28,2024-06,Minnow,US,iOS,,0,0,0,,
30731,2024-07-02,2024-07,Minnow,US,iOS,Treatment,0,21,414,,2024-09-27
30732,2024-08-01,2024-08,Whale,Canada,Android,Control,0,90,12142,,2024-09-28
30733,2024-07-30,2024-07,Minnow,US,Android,Control,0,17,323,,2024-09-22
30734,2024-06-02,2024-06,Minnow,US,Android,,0,18,320,,2024-08-07
30735,2024-08-03,2024-08,Minnow,Germany,Android,Treatment,0,4,105,,2024-08-31
30736,2024-05-16,2024-05,Whale,US,iOS,,429.98,212,29650,2024-05-17,2024-09-28
30737,2024-06-29,2024-06,Minnow,US,Android,,0,21,405,,2024-09-15
30738,2024-07-27,2024-07,Minnow,Other,Android,Control,0,0,0,,
30739,2024-04-06,2024-04,Minnow,Canada,iOS,,0,4,77,,2024-04-21
30740,2024-04-13,2024-04,Minnow,US,Android,,0,25,545,,2024-07-24
30741,2024-04-20,2024-04,Minnow,UK,iOS,,0,27,502,,2024-07-29
30742,2024-08-23,2024-08,Minnow,US,iOS,Treatment,0,8,129,,2024-09-24
30743,2024-08-26,2024-08,Minnow,Other,Android,Control,0,8,193,,2024-09-26
30744,2024-05-14,2024-05,Minnow,Other,Android,,0,24,425,,2024-08-17
30745,2024-05-06,2024-05,Minnow,Germany,iOS,,79.99,39,803,2024-09-08,2024-09-27
30746,2024-07-06,2024-07,Minnow,UK,Android,Treatment,0,23,493,,2024-09-28
30747,2024-08-28,2024-08,Minnow,US,iOS,Control,0,6,110,,2024-09-23
30748,2024-08-09,2024-08,Minnow,US,iOS,Control,0,1,27,,2024-08-12
30749,2024-05-02,2024-05,Minnow,US,iOS,,0,20,373,,2024-07-01
30750,2024-04-23,2024-04,Minnow,Canada,iOS,,2.99,13,275,2024-06-20,2024-07-07
30751,2024-06-08,2024-06,Minnow,US,iOS,,0,1,28,,2024-06-08
30752,2024-05-09,2024-05,Whale,Canada,Android,,509.97,264,35800,2024-05-10,2024-09-28
30753,2024-09-03,2024-09,Minnow,Other,iOS,Treatment,0,9,202,,2024-09-26
30754,2024-06-10,2024-06,Minnow,Germany,iOS,,0,2,44,,2024-06-16
30755,2024-06-29,2024-06,Minnow,US,iOS,,0,5,113,,2024-07-14
30756,2024-06-25,2024-06,Minnow,Australia,iOS,,0,21,405,,2024-09-23
30757,2024-07-19,2024-07,Minnow,US,iOS,Treatment,0,1,21,,2024-07-26
30758,2024-05-22,2024-05,Minnow,Germany,iOS,,0,21,396,,2024-08-22
30759,2024-09-12,2024-09,Minnow,Other,iOS,Treatment,0,3,61,,2024-09-27
30760,2024-04-28,2024-04,Minnow,Australia,iOS,,0,26,508,,2024-08-07
30761,2024-09-03,2024-09,Whale,US,Android,Treatment,389.98,50,6884,2024-09-04,2024-09-28
30762,2024-08-27,2024-08,Minnow,Australia,iOS,Control,0,9,196,,2024-09-27
30763,2024-04-29,2024-04,Minnow,Other,iOS,,0,16,267,,2024-06-18
30764,2024-09-09,2024-09,Minnow,UK,Android,Treatment,0,2,46,,2024-09-26
30765,2024-08-01,2024-08,Minnow,Other,iOS,Control,0,1,26,,2024-08-02
30766,2024-04-25,2024-04,Minnow,Australia,Android,,0,23,431,,2024-07-31
30767,2024-08-22,2024-08,Minnow,Germany,Android,Treatment,0,11,191,,2024-09-26
30768,2024-04-27,2024-04,Minnow,US,iOS,,0,34,708,,2024-08-04
30769,2024-07-23,2024-07,Minnow,Other,iOS,Treatment,0,9,133,,2024-08-25
30770,2024-04-06,2024-04,Minnow,US,Android,,0,0,0,,
30771,2024-04-22,2024-04,Minnow,Germany,iOS,,0,26,526,,2024-08-28
30772,2024-08-28,2024-08,Minnow,US,iOS,Control,0,9,154,,2024-09-26
30773,2024-08-15,2024-08,Minnow,US,Android,Treatment,0,9,176,,2024-09-23
30774,2024-04-22,2024-04,Minnow,US,iOS,,0,4,99,,2024-05-02
30775,2024-07-06,2024-07,Minnow,UK,iOS,Control,0,16,316,,2024-09-11
30776,2024-07-15,2024-07,Minnow,US,iOS,Control,0,20,391,,2024-09-28
30777,2024-07-22,2024-07,Minnow,Canada,iOS,Control,0,0,0,,
30778,2024-04-07,2024-04,Minnow,US,iOS,,0,15,307,,2024-05-27
30779,2024-05-28,2024-05,Minnow,US,Android,,0,7,139,,2024-06-19
30780,2024-05-02,2024-05,Minnow,Other,iOS,,0,18,351,,2024-07-07
30781,2024-08-10,2024-08,Minnow,Other,iOS,Treatment,0,10,154,,2024-09-16
30782,2024-04-23,2024-04,Minnow,UK,Android,,0,32,667,,2024-09-06
30783,2024-07-06,2024-07,Minnow,US,Android,Control,0,3,78,,2024-07-17
30784,2024-09-19,2024-09,Minnow,US,iOS,Treatment,0,0,0,,
30785,2024-04-27,2024-04,Minnow,Other,iOS,,0,2,37,,2024-05-16
30786,2024-04-08,2024-04,Minnow,Australia,Android,,0,10,220,,2024-05-20
30787,2024-06-27,2024-06,Minnow,US,iOS,,0,22,417,,2024-09-16
30788,2024-09-28,2024-09,Minnow,UK,Android,Control,0,0,0,,
30789,2024-06-09,2024-06,Minnow,Germany,Android,,0,25,494,,2024-09-24
30790,2024-07-11,2024-07,Minnow,UK,Android,Control,0,5,85,,2024-07-26
30791,2024-05-31,2024-05,Minnow,UK,Android,,0,2,44,,2024-06-03
30792,2024-07-16,2024-07,Minnow,US,iOS,Control,0,17,296,,2024-09-18
30793,2024-08-24,2024-08,Minnow,US,iOS,Control,0,5,124,,2024-09-23
30794,2024-08-20,2024-08,Minnow,Germany,iOS,Treatment,0,10,202,,2024-09-28
30795,2024-08-04,2024-08,Minnow,UK,iOS,Control,0,5,93,,2024-08-24
30796,2024-05-31,2024-05,Minnow,US,iOS,,2.99,8,184,2024-06-25,2024-07-01
30797,2024-09-15,2024-09,Minnow,Australia,Android,Control,0,1,28,,2024-09-20
30798,2024-06-17,2024-06,Minnow,UK,Android,,0,21,447,,2024-09-03
30799,2024-08-20,2024-08,Minnow,Canada,Android,Treatment,0,8,162,,2024-09-26
30800,2024-05-14,2024-05,Dolphin,US,Android,,0,90,4861,,2024-09-28
30801,2024-04-08,2024-04,Minnow,US,iOS,,0,14,292,,2024-06-10
30802,2024-05-06,2024-05,Minnow,US,iOS,,0,10,201,,2024-06-30
30803,2024-07-17,2024-07,Minnow,US,Android,Treatment,0,17,318,,2024-09-27
30804,2024-07-24,2024-07,Minnow,UK,Android,Treatment,0,12,256,,2024-09-22
30805,2024-07-31,2024-07,Minnow,US,iOS,Control,0,13,285,,2024-09-28
30806,2024-09-03,2024-09,Dolphin,US,Android,Treatment,349.99,15,855,2024-09-09,2024-09-27
30807,2024-08-06,2024-08,Minnow,Other,iOS,Treatment,0,16,337,,2024-09-28
30808,2024-04-16,2024-04,Minnow,UK,iOS,,0,15,293,,2024-06-26
30809,2024-05-02,2024-05,Minnow,US,Android,,0,38,710,,2024-09-27
30810,2024-09-14,2024-09,Minnow,Germany,iOS,Control,0,3,71,,2024-09-21
30811,2024-07-21,2024-07,Minnow,Other,iOS,Treatment,0,9,188,,2024-08-24
30812,2024-04-08,2024-04,Minnow,Other,iOS,,0,42,879,,2024-09-28
30813,2024-05-05,2024-05,Dolphin,US,Android,,0,85,4484,,2024-09-28
30814,2024-06-16,2024-06,Dolphin,US,Android,,0,66,3576,,2024-09-24
30815,2024-05-07,2024-05,Dolphin,Germany,Android,,0,101,5602,,2024-09-28
30816,2024-09-26,2024-09,Minnow,UK,Android,Control,0,0,0,,
30817,2024-07-21,2024-07,Minnow,US,Android,Treatment,0,15,275,,2024-09-05
30818,2024-09-13,2024-09,Minnow,UK,iOS,Treatment,0,4,94,,2024-09-24
30819,2024-06-23,2024-06,Minnow,US,iOS,,0,15,313,,2024-09-09
30820,2024-04-26,2024-04,Dolphin,UK,iOS,,79.99,93,5113,2024-07-23,2024-09-28
30821,2024-06-17,2024-06,Minnow,UK,Android,,0,17,351,,2024-08-10
30822,2024-07-25,2024-07,Minnow,UK,iOS,Treatment,0,12,267,,2024-09-23
30823,2024-09-09,2024-09,Minnow,US,Android,Treatment,0,5,95,,2024-09-26
30824,2024-04-15,2024-04,Minnow,US,iOS,,0,2,41,,2024-04-20
30825,2024-06-15,2024-06,Minnow,Canada,Android,,0,12,232,,2024-07-12
30826,2024-06-25,2024-06,Dolphin,US,iOS,,79.99,78,4171,2024-07-17,2024-09-28
30827,2024-07-07,2024-07,Minnow,Other,iOS,Treatment,0,24,457,,2024-09-25
30828,2024-07-22,2024-07,Minnow,Canada,iOS,Control,0,9,191,,2024-08-21
30829,2024-06-18,2024-06,Minnow,UK,iOS,,0,24,460,,2024-09-24
30830,2024-04-15,2024-04,Minnow,UK,iOS,,0,17,358,,2024-07-13
30831,2024-05-27,2024-05,Minnow,US,Android,,0,26,504,,2024-09-28
30832,2024-09-23,2024-09,Minnow,Germany,Android,Treatment,0,1,17,,2024-09-26
30833,2024-05-14,2024-05,Minnow,US,Android,,0,10,186,,2024-06-30
30834,2024-05-02,2024-05,Minnow,Germany,Android,,0,2,26,,2024-05-11
30835,2024-09-02,2024-09,Minnow,UK,iOS,Control,0,4,66,,2024-09-25
30836,2024-08-03,2024-08,Minnow,UK,iOS,Control,0,17,378,,2024-09-23
30837,2024-08-21,2024-08,Minnow,US,Android,Control,0,7,152,,2024-09-23
30838,2024-05-30,2024-05,Dolphin,US,Android,,429.98,77,4363,2024-06-12,2024-09-24
30839,2024-08-17,2024-08,Minnow,Australia,iOS,Control,0,14,309,,2024-09-28
30840,2024-09-22,2024-09,Minnow,US,Android,Control,0,2,45,,2024-09-25
30841,2024-05-24,2024-05,Minnow,US,iOS,,0,5,99,,2024-06-04
30842,2024-05-15,2024-05,Minnow,US,Android,,0,34,653,,2024-09-26
30843,2024-08-11,2024-08,Minnow,Other,Android,Treatment,0,11,226,,2024-09-25
30844,2024-08-12,2024-08,Minnow,US,iOS,Control,0,10,182,,2024-09-12
30845,2024-08-12,2024-08,Minnow,US,Android,Treatment,0,9,130,,2024-09-20
30846,2024-04-07,2024-04,Minnow,Australia,Android,,0,4,77,,2024-04-28
30847,2024-09-06,2024-09,Minnow,US,Android,Treatment,0,7,126,,2024-09-24
30848,2024-07-16,2024-07,Minnow,US,iOS,Treatment,0,17,370,,2024-09-27
30849,2024-08-11,2024-08,Minnow,US,Android,Treatment,0,0,0,,
30850,2024-05-07,2024-05,Minnow,US,iOS,,0,33,655,,2024-09-25
30851,2024-08-12,2024-08,Minnow,US,iOS,Treatment,0,1,13,,2024-08-12
30852,2024-05-15,2024-05,Minnow,US,Android,,0,5,105,,2024-05-29
30853,2024-04-12,2024-04,Minnow,Other,Android,,0,15,307,,2024-06-06
30854,2024-08-25,2024-08,Dolphin,US,iOS,Control,0,27,1483,,2024-09-24
30855,2024-04-03,2024-04,Minnow,US,iOS,,0,42,793,,2024-09-17
30856,2024-09-11,2024-09,Minnow,US,Android,Treatment,0,4,61,,2024-09-21
30857,2024-04-14,2024-04,Dolphin,US,iOS,,29.99,115,6362,2024-08-09,2024-09-27
30858,2024-05-10,2024-05,Minnow,Other,Android,,0,21,409,,2024-08-06
30859,2024-06-25,2024-06,Minnow,US,iOS,,0,10,231,,2024-08-08
30860,2024-04-01,2024-04,Minnow,US,iOS,,0,28,505,,2024-08-03
30861,2024-08-09,2024-08,Minnow,Germany,iOS,Treatment,0,9,198,,2024-09-21
30862,2024-08-04,2024-08,Minnow,Canada,iOS,Control,0,6,132,,2024-08-17
30863,2024-04-21,2024-04,Dolphin,US,Android,,0,104,6004,,2024-09-28
30864,2024-08-17,2024-08,Minnow,US,iOS,Control,0,0,0,,
30865,2024-08-15,2024-08,Minnow,US,Android,Treatment,0,11,222,,2024-09-23
30866,2024-09-09,2024-09,Minnow,Australia,iOS,Control,0,2,46,,2024-09-22
30867,2024-05-04,2024-05,Minnow,Canada,iOS,,0,39,752,,2024-09-28
30868,2024-08-06,2024-08,Minnow,UK,Android,Control,0,10,193,,2024-09-23
30869,2024-05-29,2024-05,Minnow,US,Android,,0,6,122,,2024-06-18
30870,2024-06-22,2024-06,Whale,Germany,iOS,,1049.97,164,23661,2024-08-04,2024-09-28
30871,2024-06-26,2024-06,Minnow,Other,Android,,0,4,95,,2024-07-07
30872,2024-06-27,2024-06,Minnow,US,Android,,0,29,619,,2024-09-28
30873,2024-09-14,2024-09,Minnow,US,Android,Control,0,5,84,,2024-09-28
30874,2024-08-19,2024-08,Dolphin,US,iOS,Control,0,25,1431,,2024-09-28
30875,2024-07-09,2024-07,Minnow,Canada,iOS,Control,0,11,203,,2024-08-05
30876,2024-04-01,2024-04,Minnow,Australia,Android,,0,8,148,,2024-04-24
30877,2024-04-05,2024-04,Minnow,US,Android,,0,41,750,,2024-09-25
30878,2024-08-19,2024-08,Minnow,Canada,Android,Control,0,8,146,,2024-09-28
30879,2024-08-07,2024-08,Minnow,Canada,Android,Treatment,0,15,310,,2024-09-28
30880,2024-09-10,2024-09,Minnow,US,iOS,Treatment,0,10,177,,2024-09-28
30881,2024-06-29,2024-06,Minnow,US,iOS,,0,10,214,,2024-08-15
30882,2024-05-09,2024-05,Minnow,US,iOS,,2.99,43,880,2024-08-13,2024-09-21
30883,2024-07-02,2024-07,Minnow,Germany,Android,Control,0,19,347,,2024-09-21
30884,2024-04-26,2024-04,Minnow,US,iOS,,0,34,719,,2024-09-24
30885,2024-06-11,2024-06,Dolphin,Germany,Android,,0,71,4072,,2024-09-27
30886,2024-04-09,2024-04,Minnow,US,iOS,,0,6,154,,2024-05-11
30887,2024-09-13,2024-09,Minnow,US,iOS,Control,0,3,65,,2024-09-27
30888,2024-07-04,2024-07,Minnow,US,iOS,Control,0,22,467,,2024-09-25
30889,2024-04-16,2024-04,Minnow,Other,iOS,,0,5,128,,2024-05-05
30890,2024-08-06,2024-08,Minnow,US,Android,Treatment,0,18,366,,2024-09-28
30891,2024-05-17,2024-05,Minnow,Other,Android,,0,27,515,,2024-09-27
30892,2024-08-11,2024-08,Minnow,Other,iOS,Control,0,11,156,,2024-09-24
30893,2024-09-22,2024-09,Minnow,US,iOS,Control,0,1,23,,2024-09-23
30894,2024-04-05,2024-04,Minnow,UK,iOS,,0,45,919,,2024-09-19
30895,2024-05-02,2024-05,Minnow,Australia,Android,,0,5,111,,2024-05-23
30896,2024-09-19,2024-09,Minnow,Other,Android,Control,0,2,38,,2024-09-21
30897,2024-07-03,2024-07,Minnow,US,iOS,Treatment,0,15,250,,2024-09-08
30898,2024-06-02,2024-06,Minnow,US,iOS,,0,30,677,,2024-09-26
30899,2024-09-10,2024-09,Minnow,Australia,iOS,Control,0,6,141,,2024-09-24
30900,2024-08-24,2024-08,Minnow,US,Android,Control,0,9,186,,2024-09-24
30901,2024-04-10,2024-04,Minnow,US,iOS,,0,1,22,,2024-04-13
30902,2024-04-15,2024-04,Minnow,Canada,Android,,0,24,478,,2024-08-04
30903,2024-09-20,2024-09,Minnow,Other,iOS,Treatment,0,2,50,,2024-09-24
30904,2024-09-13,2024-09,Minnow,US,iOS,Control,0,2,41,,2024-09-23
30905,2024-09-21,2024-09,Dolphin,US,Android,Treatment,0,6,320,,2024-09-27
30906,2024-05-07,2024-05,Minnow,US,Android,,0,22,463,,2024-08-02
30907,2024-06-21,2024-06,Minnow,UK,Android,,0,35,741,,2024-09-25
30908,2024-07-02,2024-07,Dolphin,Germany,Android,Control,0,67,3866,,2024-09-26
30909,2024-05-21,2024-05,Minnow,US,iOS,,0,11,212,,2024-07-02
30910,2024-08-08,2024-08,Minnow,Canada,Android,Treatment,0,11,226,,2024-09-25
30911,2024-09-17,2024-09,Minnow,US,iOS,Treatment,0,4,81,,2024-09-28
30912,2024-07-02,2024-07,Minnow,US,Android,Treatment,0,7,131,,2024-08-03
30913,2024-06-01,2024-06,Minnow,Canada,Android,,0,30,629,,2024-09-28
30914,2024-08-13,2024-08,Minnow,Other,Android,Treatment,0,3,69,,2024-08-22
30915,2024-06-21,2024-06,Minnow,US,iOS,,0,21,447,,2024-09-16
30916,2024-08-30,2024-08,Minnow,US,iOS,Control,0,1,17,,2024-08-30
30917,2024-08-18,2024-08,Whale,UK,Android,Control,349.99,70,10078,2024-09-15,2024-09-28
30918,2024-08-17,2024-08,Minnow,Australia,Android,Control,0,8,135,,2024-09-19
30919,2024-09-07,2024-09,Minnow,US,Android,Treatment,0,3,52,,2024-09-22
30920,2024-08-20,2024-08,Minnow,Other,iOS,Control,0,5,104,,2024-09-17
30921,2024-09-26,2024-09,Minnow,Germany,iOS,Control,0,1,16,,2024-09-26
30922,2024-08-07,2024-08,Minnow,US,iOS,Control,0,11,233,,2024-09-28
30923,2024-05-07,2024-05,Minnow,Other,iOS,,0,34,731,,2024-09-26
30924,2024-06-23,2024-06,Minnow,Canada,Android,,0,21,390,,2024-09-23
30925,2024-06-09,2024-06,Minnow,US,iOS,,0,21,386,,2024-09-01
30926,2024-06-04,2024-06,Whale,US,iOS,,1479.95,197,27243,2024-06-26,2024-09-28
30927,2024-05-10,2024-05,Minnow,US,Android,,0,33,670,,2024-09-27
30928,2024-07-16,2024-07,Minnow,US,iOS,Control,0,20,391,,2024-09-22
30929,2024-04-08,2024-04,Minnow,Australia,Android,,0,13,238,,2024-06-07
30930,2024-06-10,2024-06,Minnow,UK,Android,,0,4,87,,2024-06-23
30931,2024-05-21,2024-05,Minnow,Other,Android,,0,1,13,,2024-05-22
30932,2024-04-20,2024-04,Whale,US,Android,,1429.95,275,38134,2024-04-24,2024-09-27
30933,2024-04-13,2024-04,Minnow,US,Android,,0,38,792,,2024-09-24
30934,2024-05-12,2024-05,Minnow,UK,iOS,,0,2,52,,2024-05-14
30935,2024-04-26,2024-04,Minnow,US,Android,,0,39,766,,2024-09-23
30936,2024-08-26,2024-08,Minnow,US,Android,Control,0,9,157,,2024-09-28
30937,2024-07-12,2024-07,Dolphin,Other,Android,Control,0,61,3347,,2024-09-24
30938,2024-06-24,2024-06,Minnow,UK,iOS,,0,23,484,,2024-09-28
30939,2024-08-15,2024-08,Minnow,US,iOS,Control,0,2,43,,2024-08-17
30940,2024-05-20,2024-05,Dolphin,Germany,iOS,,0,87,5043,,2024-09-27
30941,2024-04-05,2024-04,Minnow,US,iOS,,0,20,315,,2024-06-11
30942,2024-06-13,2024-06,Minnow,US,Android,,0,9,160,,2024-07-26
30943,2024-06-25,2024-06,Minnow,US,iOS,,0,20,382,,2024-09-25
30944,2024-09-03,2024-09,Minnow,Australia,iOS,Treatment,0,5,99,,2024-09-25
30945,2024-04-25,2024-04,Minnow,Other,Android,,29.99,33,658,2024-06-14,2024-08-13
30946,2024-06-07,2024-06,Minnow,US,iOS,,0,12,257,,2024-07-26
30947,2024-08-08,2024-08,Minnow,UK,iOS,Treatment,0,10,194,,2024-09-28
30948,2024-04-14,2024-04,Minnow,Australia,iOS,,0,14,283,,2024-06-02
30949,2024-08-20,2024-08,Whale,US,Android,Control,0,62,9016,,2024-09-27
30950,2024-09-15,2024-09,Minnow,US,iOS,Control,0,3,59,,2024-09-25
30951,2024-08-20,2024-08,Minnow,Other,Android,Control,0,9,215,,2024-09-28
30952,2024-05-16,2024-05,Minnow,Australia,iOS,,0,35,682,,2024-09-28
30953,2024-07-13,2024-07,Minnow,US,Android,Control,0,21,383,,2024-09-27
